_id,iso_code,continent,location,date,gdp_per_capita,handwashing_facilities,total_cases,total_cases_per_million,total_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,female_smokers,male_smokers
64d268a0c7e1b733c92b9a71,DZA,Africa,Algeria,21/11/2021,13913.839,83.741,208839,4650.868,6017,12008974,6697263,5298544,13167,0.7,30.4
64d268a0c7e1b733c92b9a75,DZA,Africa,Algeria,25/11/2021,13913.839,83.741,209463,4664.765,6035,12076870,6716299,5340231,20340,0.7,30.4
64d268a0c7e1b733c92b9a79,DZA,Africa,Algeria,29/11/2021,13913.839,83.741,210152,4680.109,6058,12145830,6740064,5380385,25381,0.7,30.4
64d268a0c7e1b733c92b9add,DZA,Africa,Algeria,09/03/2022,13913.839,83.741,265323,5908.773,6858,13704895,7461932,6110712,490676,0.7,30.4
64d268a0c7e1b733c92b9b0b,DZA,Africa,Algeria,24/04/2022,13913.839,83.741,265761,5918.528,6874,13772044,7840131,6481186,514063,0.7,30.4
64d268a0c7e1b733c92b9b12,DZA,Africa,Algeria,01/05/2022,13913.839,83.741,265780,5918.951,6875,15205854,7840131,6481186,514063,0.7,30.4
64d268a0c7e1b733c92b9b90,DZA,Africa,Algeria,04/09/2022,13913.839,83.741,270426,6022.418,6878,15267442,7840131,6481186,575651,0.7,30.4
64d268a0c7e1b733c92bbe5a,ARM,Asia,Armenia,26/12/2021,8787.58,94.043,344481,123892.994,7943,1626738,934028,692082,628,1.5,52.1
64d268a0c7e1b733c92bbe61,ARM,Asia,Armenia,02/01/2022,8787.58,94.043,345007,124082.17,7977,1660256,944784,714685,787,1.5,52.1
64d268a0c7e1b733c92bbe68,ARM,Asia,Armenia,09/01/2022,8787.58,94.043,345855,124387.154,8001,1694518,952813,740489,1216,1.5,52.1
64d268a0c7e1b733c92bbe70,ARM,Asia,Armenia,17/01/2022,8787.58,94.043,347785,125081.281,8020,1761529,973944,784849,2736,1.5,52.1
64d268a0c7e1b733c92bbe76,ARM,Asia,Armenia,23/01/2022,8787.58,94.043,351711,126493.272,8028,1825382,999891,819841,5650,1.5,52.1
64d268a0c7e1b733c92bbe7d,ARM,Asia,Armenia,30/01/2022,8787.58,94.043,366433,131788.056,8046,1883413,1032249,842213,8951,1.5,52.1
64d268a0c7e1b733c92bbe84,ARM,Asia,Armenia,06/02/2022,8787.58,94.043,389957,140248.49,8086,1925556,1054178,858981,12397,1.5,52.1
64d268a0c7e1b733c92bbea7,ARM,Asia,Armenia,13/03/2022,8787.58,94.043,422004,151774.231,8572,2088962,1113472,948778,31064,1.5,52.1
64d268a0c7e1b733c92bbeae,ARM,Asia,Armenia,20/03/2022,8787.58,94.043,422307,151883.205,8595,2107032,1118674,959116,33978,1.5,52.1
64d268a0c7e1b733c92bc036,ARM,Asia,Armenia,16/04/2023,8787.58,94.043,448846,161427.988,8745,2154067,1120934,995131,44102,1.5,52.1
64d268a0c7e1b733c92bc052,ARM,Asia,Armenia,14/05/2023,8787.58,94.043,449148,161536.602,8749,2156999,1122040,996169,44890,1.5,52.1
64d268a0c7e1b733c92bc067,ARM,Asia,Armenia,04/06/2023,8787.58,94.043,449213,161559.98,8750,2158796,1122646,996804,45446,1.5,52.1
64d268a0c7e1b733c92bd7b6,AZE,Asia,Azerbaijan,08/11/2021,15847.419,83.241,547281,52836.154,7269,9917741,4997514,4435101,485126,0.3,42.5
64d268a0c7e1b733c92bd7b7,AZE,Asia,Azerbaijan,09/11/2021,15847.419,83.241,548591,52962.625,7293,9928938,4999583,4438477,490878,0.3,42.5
64d268a0c7e1b733c92bd7b9,AZE,Asia,Azerbaijan,11/11/2021,15847.419,83.241,552322,53322.827,7342,9983606,5007657,4454456,521493,0.3,42.5
64d268a0c7e1b733c92bd7ba,AZE,Asia,Azerbaijan,12/11/2021,15847.419,83.241,554096,53494.094,7372,10021688,5012689,4464036,544963,0.3,42.5
64d268a0c7e1b733c92bd7bb,AZE,Asia,Azerbaijan,13/11/2021,15847.419,83.241,556430,53719.426,7397,10062192,5018158,4473436,570598,0.3,42.5
64d268a0c7e1b733c92bd7bc,AZE,Asia,Azerbaijan,14/11/2021,15847.419,83.241,558431,53912.608,7416,10092423,5022350,4480614,589459,0.3,42.5
64d268a0c7e1b733c92bd7bd,AZE,Asia,Azerbaijan,15/11/2021,15847.419,83.241,560853,54146.435,7445,10092763,5022490,4480735,589538,0.3,42.5
64d268a0c7e1b733c92bd7be,AZE,Asia,Azerbaijan,16/11/2021,15847.419,83.241,561925,54249.929,7471,10132050,5028482,4490360,613208,0.3,42.5
64d268a0c7e1b733c92bd7bf,AZE,Asia,Azerbaijan,17/11/2021,15847.419,83.241,563940,54444.464,7502,10165834,5033346,4498072,634416,0.3,42.5
64d268a0c7e1b733c92bd7c0,AZE,Asia,Azerbaijan,18/11/2021,15847.419,83.241,565965,54639.963,7524,10201533,5038225,4505772,657536,0.3,42.5
64d268a0c7e1b733c92bd7c1,AZE,Asia,Azerbaijan,19/11/2021,15847.419,83.241,568089,54845.02,7551,10234106,5042611,4512674,678821,0.3,42.5
64d268a0c7e1b733c92bd7c2,AZE,Asia,Azerbaijan,20/11/2021,15847.419,83.241,570322,55060.601,7579,10267178,5047093,4519516,700569,0.3,42.5
64d268a0c7e1b733c92bd7c3,AZE,Asia,Azerbaijan,21/11/2021,15847.419,83.241,572085,55230.806,7599,10292434,5050602,4524841,716991,0.3,42.5
64d268a0c7e1b733c92bd7c4,AZE,Asia,Azerbaijan,22/11/2021,15847.419,83.241,573974,55413.176,7624,10292495,5050605,4524851,717039,0.3,42.5
64d268a0c7e1b733c92bd7c5,AZE,Asia,Azerbaijan,23/11/2021,15847.419,83.241,574799,55492.824,7657,10328843,5055303,4532579,740961,0.3,42.5
64d268a0c7e1b733c92bd7c6,AZE,Asia,Azerbaijan,24/11/2021,15847.419,83.241,576703,55676.642,7686,10363317,5059543,4538992,764782,0.3,42.5
64d268a0c7e1b733c92bd7c7,AZE,Asia,Azerbaijan,25/11/2021,15847.419,83.241,578627,55862.391,7709,10396037,5063688,4544439,787910,0.3,42.5
64d268a0c7e1b733c92bd7c8,AZE,Asia,Azerbaijan,26/11/2021,15847.419,83.241,580507,56043.892,7736,10426930,5067433,4549652,809845,0.3,42.5
64d268a0c7e1b733c92bd7c9,AZE,Asia,Azerbaijan,27/11/2021,15847.419,83.241,582504,56236.688,7767,10460120,5071264,4555457,833399,0.3,42.5
64d268a0c7e1b733c92bd7ca,AZE,Asia,Azerbaijan,28/11/2021,15847.419,83.241,584121,56392.798,7789,10486650,5074275,4559863,852512,0.3,42.5
64d268a0c7e1b733c92bd7cb,AZE,Asia,Azerbaijan,29/11/2021,15847.419,83.241,585783,56553.252,7807,10486947,5074341,4559877,852729,0.3,42.5
64d268a0c7e1b733c92bd7cc,AZE,Asia,Azerbaijan,30/11/2021,15847.419,83.241,586640,56635.99,7833,10527605,5079349,4566911,881345,0.3,42.5
64d268a0c7e1b733c92bd7cd,AZE,Asia,Azerbaijan,01/12/2021,15847.419,83.241,588318,56797.989,7856,10567919,5083530,4573036,911353,0.3,42.5
64d268a0c7e1b733c92bd7ce,AZE,Asia,Azerbaijan,02/12/2021,15847.419,83.241,590113,56971.284,7884,10604976,5087717,4578492,938767,0.3,42.5
64d268a0c7e1b733c92bd7cf,AZE,Asia,Azerbaijan,03/12/2021,15847.419,83.241,591885,57142.358,7905,10639817,5091635,4583569,964613,0.3,42.5
64d268a0c7e1b733c92bd7d0,AZE,Asia,Azerbaijan,04/12/2021,15847.419,83.241,593588,57306.771,7929,10675649,5095524,4588915,991210,0.3,42.5
64d268a0c7e1b733c92bd7d1,AZE,Asia,Azerbaijan,05/12/2021,15847.419,83.241,594994,57442.51,7947,10702988,5098541,4593278,1011169,0.3,42.5
64d268a0c7e1b733c92bd7d2,AZE,Asia,Azerbaijan,06/12/2021,15847.419,83.241,596388,57577.091,7967,10703142,5098684,4593286,1011172,0.3,42.5
64d268a0c7e1b733c92bd7d3,AZE,Asia,Azerbaijan,07/12/2021,15847.419,83.241,596973,57633.569,7983,10739068,5103256,4597903,1037909,0.3,42.5
64d268a0c7e1b733c92bd7d4,AZE,Asia,Azerbaijan,08/12/2021,15847.419,83.241,598503,57781.279,8004,10772313,5107205,4601258,1063850,0.3,42.5
64d268a0c7e1b733c92bd7d5,AZE,Asia,Azerbaijan,09/12/2021,15847.419,83.241,599713,57898.097,8019,10806373,5110938,4605616,1089819,0.3,42.5
64d268a0c7e1b733c92bd7d6,AZE,Asia,Azerbaijan,10/12/2021,15847.419,83.241,601028,58025.051,8038,10837528,5114379,4609478,1113671,0.3,42.5
64d268a0c7e1b733c92bd7d7,AZE,Asia,Azerbaijan,11/12/2021,15847.419,83.241,602137,58132.117,8055,10869472,5117826,4613676,1137970,0.3,42.5
64d268a0c7e1b733c92bd7d8,AZE,Asia,Azerbaijan,12/12/2021,15847.419,83.241,603363,58250.479,8070,10894072,5120573,4617224,1156275,0.3,42.5
64d268a0c7e1b733c92bd7d9,AZE,Asia,Azerbaijan,13/12/2021,15847.419,83.241,604480,58358.317,8088,10894080,5120575,4617228,1156277,0.3,42.5
64d268a0c7e1b733c92bd7da,AZE,Asia,Azerbaijan,14/12/2021,15847.419,83.241,604998,58408.326,8104,10928879,5124934,4622381,1181564,0.3,42.5
64d268a0c7e1b733c92bd7db,AZE,Asia,Azerbaijan,15/12/2021,15847.419,83.241,605920,58497.339,8123,10960235,5128454,4626667,1205114,0.3,42.5
64d268a0c7e1b733c92bd7dc,AZE,Asia,Azerbaijan,16/12/2021,15847.419,83.241,607076,58608.943,8137,10990538,5131789,4630793,1227956,0.3,42.5
64d268a0c7e1b733c92bd7dd,AZE,Asia,Azerbaijan,17/12/2021,15847.419,83.241,608060,58703.941,8149,11017859,5134947,4634404,1248508,0.3,42.5
64d268a0c7e1b733c92bd7de,AZE,Asia,Azerbaijan,18/12/2021,15847.419,83.241,608815,58776.831,8167,11046136,5138212,4638622,1269302,0.3,42.5
64d268a0c7e1b733c92bd7df,AZE,Asia,Azerbaijan,19/12/2021,15847.419,83.241,609397,58833.019,8182,11066874,5140913,4641869,1284092,0.3,42.5
64d268a0c7e1b733c92bd7e0,AZE,Asia,Azerbaijan,20/12/2021,15847.419,83.241,610318,58921.935,8199,11066951,5140918,4641918,1284115,0.3,42.5
64d268a0c7e1b733c92bd7e1,AZE,Asia,Azerbaijan,21/12/2021,15847.419,83.241,610895,58977.64,8208,11097316,5144676,4645903,1306737,0.3,42.5
64d268a0c7e1b733c92bd7e2,AZE,Asia,Azerbaijan,22/12/2021,15847.419,83.241,611557,59041.552,8222,11125458,5147759,4649537,1328162,0.3,42.5
64d268a0c7e1b733c92bd7e3,AZE,Asia,Azerbaijan,23/12/2021,15847.419,83.241,612205,59104.112,8238,11152952,5150711,4653005,1349236,0.3,42.5
64d268a0c7e1b733c92bd7e4,AZE,Asia,Azerbaijan,24/12/2021,15847.419,83.241,613059,59186.56,8257,11177159,5153329,4656209,1367621,0.3,42.5
64d268a0c7e1b733c92bd7e5,AZE,Asia,Azerbaijan,25/12/2021,15847.419,83.241,613618,59240.527,8269,11203595,5155907,4659458,1388230,0.3,42.5
64d268a0c7e1b733c92bd7e7,AZE,Asia,Azerbaijan,27/12/2021,15847.419,83.241,614630,59338.229,8297,11224605,5157956,4662029,1404620,0.3,42.5
64d268a0c7e1b733c92bd7e8,AZE,Asia,Azerbaijan,28/12/2021,15847.419,83.241,614936,59367.771,8308,11255847,5161039,4666161,1428647,0.3,42.5
64d268a0c7e1b733c92bd7e9,AZE,Asia,Azerbaijan,29/12/2021,15847.419,83.241,615312,59404.071,8324,11286004,5163947,4669820,1452237,0.3,42.5
64d268a0c7e1b733c92bd7ea,AZE,Asia,Azerbaijan,30/12/2021,15847.419,83.241,615842,59455.239,8332,11318107,5166741,4673411,1477955,0.3,42.5
64d268a0c7e1b733c92bd7eb,AZE,Asia,Azerbaijan,31/12/2021,15847.419,83.241,616352,59504.476,8346,11346166,5169382,4676520,1500264,0.3,42.5
64d268a0c7e1b733c92bd7ec,AZE,Asia,Azerbaijan,01/01/2022,15847.419,83.241,616947,59561.919,8358,11346243,5169392,4676580,1500271,0.3,42.5
64d268a0c7e1b733c92bd7ed,AZE,Asia,Azerbaijan,02/01/2022,15847.419,83.241,617311,59597.06,8365,11346285,5169401,4676609,1500275,0.3,42.5
64d268a0c7e1b733c92bd7ee,AZE,Asia,Azerbaijan,03/01/2022,15847.419,83.241,617679,59632.588,8375,11346365,5169419,4676664,1500282,0.3,42.5
64d268a0c7e1b733c92bd7ef,AZE,Asia,Azerbaijan,04/01/2022,15847.419,83.241,617952,59658.944,8383,11346548,5169431,4676760,1500357,0.3,42.5
64d268a0c7e1b733c92bd7f0,AZE,Asia,Azerbaijan,05/01/2022,15847.419,83.241,618365,59698.817,8398,11373965,5171942,4680213,1521810,0.3,42.5
64d268a0c7e1b733c92bd7f1,AZE,Asia,Azerbaijan,06/01/2022,15847.419,83.241,618918,59752.205,8409,11407447,5175536,4684670,1547241,0.3,42.5
64d268a0c7e1b733c92bd7f2,AZE,Asia,Azerbaijan,07/01/2022,15847.419,83.241,619502,59808.586,8422,11439291,5178595,4688646,1572050,0.3,42.5
64d268a0c7e1b733c92bd7f3,AZE,Asia,Azerbaijan,08/01/2022,15847.419,83.241,620049,59861.395,8431,11471597,5181783,4692515,1597299,0.3,42.5
64d268a0c7e1b733c92bd7f4,AZE,Asia,Azerbaijan,09/01/2022,15847.419,83.241,620679,59922.217,8437,11498372,5184045,4695326,1619001,0.3,42.5
64d268a0c7e1b733c92bd7f5,AZE,Asia,Azerbaijan,10/01/2022,15847.419,83.241,621234,59975.799,8445,11498430,5184066,4695363,1619001,0.3,42.5
64d268a0c7e1b733c92bd7f6,AZE,Asia,Azerbaijan,11/01/2022,15847.419,83.241,621563,60007.561,8457,11531165,5187462,4699487,1644216,0.3,42.5
64d268a0c7e1b733c92bd7f7,AZE,Asia,Azerbaijan,12/01/2022,15847.419,83.241,622236,60072.535,8471,11562620,5190347,4703255,1669018,0.3,42.5
64d268a0c7e1b733c92bd7f8,AZE,Asia,Azerbaijan,13/01/2022,15847.419,83.241,622881,60134.805,8480,11592507,5193025,4706413,1693069,0.3,42.5
64d268a0c7e1b733c92bd7fa,AZE,Asia,Azerbaijan,15/01/2022,15847.419,83.241,624208,60262.918,8497,11648496,5198072,4712091,1738333,0.3,42.5
64d268a0c7e1b733c92bd7fb,AZE,Asia,Azerbaijan,16/01/2022,15847.419,83.241,624918,60331.463,8510,11672083,5200328,4714478,1757277,0.3,42.5
64d268a0c7e1b733c92bd7fc,AZE,Asia,Azerbaijan,17/01/2022,15847.419,83.241,625726,60409.47,8521,11672089,5200330,4714478,1757281,0.3,42.5
64d268a0c7e1b733c92bd7fd,AZE,Asia,Azerbaijan,18/01/2022,15847.419,83.241,626085,60444.129,8529,11701685,5203374,4717982,1780329,0.3,42.5
64d268a0c7e1b733c92bd7fe,AZE,Asia,Azerbaijan,19/01/2022,15847.419,83.241,627015,60533.914,8541,11729782,5206120,4720935,1802727,0.3,42.5
64d268a0c7e1b733c92bd7ff,AZE,Asia,Azerbaijan,20/01/2022,15847.419,83.241,628166,60645.035,8550,11756566,5208739,4723586,1824241,0.3,42.5
64d268a0c7e1b733c92bd800,AZE,Asia,Azerbaijan,21/01/2022,15847.419,83.241,629352,60759.535,8564,11765037,5209461,4724359,1831217,0.3,42.5
64d268a0c7e1b733c92bd801,AZE,Asia,Azerbaijan,22/01/2022,15847.419,83.241,630420,60862.643,8581,11791254,5212082,4727150,1852022,0.3,42.5
64d268a0c7e1b733c92bd802,AZE,Asia,Azerbaijan,23/01/2022,15847.419,83.241,632034,61018.463,8597,11813840,5214124,4729272,1870444,0.3,42.5
64d268a0c7e1b733c92bd803,AZE,Asia,Azerbaijan,24/01/2022,15847.419,83.241,633731,61182.297,8610,11813843,5214125,4729273,1870445,0.3,42.5
64d268a0c7e1b733c92bd804,AZE,Asia,Azerbaijan,25/01/2022,15847.419,83.241,634488,61255.38,8619,11845510,5217380,4732155,1895975,0.3,42.5
64d268a0c7e1b733c92bd805,AZE,Asia,Azerbaijan,26/01/2022,15847.419,83.241,636956,61493.648,8632,11876073,5220001,4734704,1921368,0.3,42.5
64d268a0c7e1b733c92bd806,AZE,Asia,Azerbaijan,27/01/2022,15847.419,83.241,640148,61801.813,8650,11905588,5222566,4736905,1946117,0.3,42.5
64d268a0c7e1b733c92bd807,AZE,Asia,Azerbaijan,28/01/2022,15847.419,83.241,643509,62126.294,8664,11936475,5225069,4738970,1972436,0.3,42.5
64d268a0c7e1b733c92bd808,AZE,Asia,Azerbaijan,29/01/2022,15847.419,83.241,647073,62470.373,8683,11971021,5228014,4740859,2002148,0.3,42.5
64d268a0c7e1b733c92bd809,AZE,Asia,Azerbaijan,30/01/2022,15847.419,83.241,651341,62882.419,8700,12000749,5230388,4742169,2028192,0.3,42.5
64d268a0c7e1b733c92bd80a,AZE,Asia,Azerbaijan,31/01/2022,15847.419,83.241,656284,63359.631,8720,12000767,5230388,4742174,2028205,0.3,42.5
64d268a0c7e1b733c92bd80b,AZE,Asia,Azerbaijan,01/02/2022,15847.419,83.241,658470,63570.674,8734,12039129,5233696,4743594,2061839,0.3,42.5
64d268a0c7e1b733c92bd80c,AZE,Asia,Azerbaijan,02/02/2022,15847.419,83.241,663693,64074.918,8755,12075995,5236758,4745006,2094231,0.3,42.5
64d268a0c7e1b733c92bd80d,AZE,Asia,Azerbaijan,03/02/2022,15847.419,83.241,670313,64714.033,8779,12114431,5239838,4746927,2127666,0.3,42.5
64d268a0c7e1b733c92bd80e,AZE,Asia,Azerbaijan,04/02/2022,15847.419,83.241,676426,65304.2,8797,12149831,5242827,4748738,2158266,0.3,42.5
64d268a0c7e1b733c92bd80f,AZE,Asia,Azerbaijan,05/02/2022,15847.419,83.241,683476,65984.828,8823,12186279,5245925,4750763,2189591,0.3,42.5
64d268a0c7e1b733c92bd811,AZE,Asia,Azerbaijan,07/02/2022,15847.419,83.241,698654,67450.158,8871,12218614,5248383,4752395,2217836,0.3,42.5
64d268a0c7e1b733c92bd812,AZE,Asia,Azerbaijan,08/02/2022,15847.419,83.241,703334,67901.979,8898,12261740,5252035,4754599,2255106,0.3,42.5
64d268a0c7e1b733c92bd813,AZE,Asia,Azerbaijan,09/02/2022,15847.419,83.241,710366,68580.87,8920,12306245,5255473,4756764,2294008,0.3,42.5
64d268a0c7e1b733c92bd814,AZE,Asia,Azerbaijan,10/02/2022,15847.419,83.241,718145,69331.878,8948,12349272,5258618,4758803,2331851,0.3,42.5
64d268a0c7e1b733c92bd815,AZE,Asia,Azerbaijan,11/02/2022,15847.419,83.241,725777,70068.694,8972,12390636,5261495,4760705,2368436,0.3,42.5
64d268a0c7e1b733c92bd816,AZE,Asia,Azerbaijan,12/02/2022,15847.419,83.241,732380,70706.168,8998,12434328,5264564,4762493,2407271,0.3,42.5
64d268a0c7e1b733c92bd817,AZE,Asia,Azerbaijan,13/02/2022,15847.419,83.241,738328,71280.405,9027,12478257,5267458,4764254,2446545,0.3,42.5
64d268a0c7e1b733c92bd818,AZE,Asia,Azerbaijan,14/02/2022,15847.419,83.241,745169,71940.856,9050,12478529,5267544,4764378,2446607,0.3,42.5
64d268a0c7e1b733c92bd819,AZE,Asia,Azerbaijan,15/02/2022,15847.419,83.241,747918,72206.253,9077,12549963,5270596,4766430,2512937,0.3,42.5
64d268a0c7e1b733c92bd81a,AZE,Asia,Azerbaijan,16/02/2022,15847.419,83.241,752605,72658.75,9105,12627370,5273971,4768299,2585100,0.3,42.5
64d268a0c7e1b733c92bd82c,AZE,Asia,Azerbaijan,06/03/2022,15847.419,83.241,788958,76168.378,9500,13159751,5308772,4795324,2842065,0.3,42.5
64d268a0c7e1b733c92bd82d,AZE,Asia,Azerbaijan,07/03/2022,15847.419,83.241,789332,76204.485,9518,13159756,5308772,4795324,2842070,0.3,42.5
64d268a0c7e1b733c92bd82e,AZE,Asia,Azerbaijan,08/03/2022,15847.419,83.241,789481,76218.87,9531,13176571,5309703,4796474,2855788,0.3,42.5
64d268a0c7e1b733c92bd82f,AZE,Asia,Azerbaijan,09/03/2022,15847.419,83.241,789757,76245.516,9547,13176634,5309703,4796500,2855817,0.3,42.5
64d268a0c7e1b733c92bd830,AZE,Asia,Azerbaijan,10/03/2022,15847.419,83.241,789883,76257.68,9558,13202557,5311055,4798936,2876702,0.3,42.5
64d268a0c7e1b733c92bd831,AZE,Asia,Azerbaijan,11/03/2022,15847.419,83.241,790153,76283.747,9575,13224872,5312204,4800732,2894880,0.3,42.5
64d268a0c7e1b733c92bd832,AZE,Asia,Azerbaijan,12/03/2022,15847.419,83.241,790378,76305.469,9589,13246942,5313384,4802388,2913043,0.3,42.5
64d268a0c7e1b733c92bd833,AZE,Asia,Azerbaijan,13/03/2022,15847.419,83.241,790575,76324.488,9599,13263746,5314246,4803742,2926667,0.3,42.5
64d268a0c7e1b733c92bd834,AZE,Asia,Azerbaijan,14/03/2022,15847.419,83.241,790767,76343.024,9611,13263773,5314247,4803747,2926687,0.3,42.5
64d268a0c7e1b733c92bd835,AZE,Asia,Azerbaijan,15/03/2022,15847.419,83.241,790820,76348.141,9618,13286364,5315399,4805594,2945147,0.3,42.5
64d268a0c7e1b733c92bd836,AZE,Asia,Azerbaijan,16/03/2022,15847.419,83.241,790962,76361.85,9627,13303938,5316267,4807323,2959219,0.3,42.5
64d268a0c7e1b733c92bd837,AZE,Asia,Azerbaijan,17/03/2022,15847.419,83.241,791077,76372.953,9633,13320490,5317085,4809138,2972338,0.3,42.5
64d268a0c7e1b733c92bd838,AZE,Asia,Azerbaijan,18/03/2022,15847.419,83.241,791176,76382.51,9641,13338542,5317920,4811119,2986755,0.3,42.5
64d268a0c7e1b733c92bd839,AZE,Asia,Azerbaijan,19/03/2022,15847.419,83.241,791288,76393.323,9647,13355516,5318721,4812983,3000253,0.3,42.5
64d268a0c7e1b733c92bd83a,AZE,Asia,Azerbaijan,20/03/2022,15847.419,83.241,791404,76404.522,9651,13368482,5319389,4814484,3010292,0.3,42.5
64d268a0c7e1b733c92bd83b,AZE,Asia,Azerbaijan,21/03/2022,15847.419,83.241,791482,76412.053,9656,13368489,5319389,4814484,3010297,0.3,42.5
64d268a0c7e1b733c92bd83c,AZE,Asia,Azerbaijan,22/03/2022,15847.419,83.241,791511,76414.852,9659,13368581,5319393,4814504,3010364,0.3,42.5
64d268a0c7e1b733c92bd83d,AZE,Asia,Azerbaijan,23/03/2022,15847.419,83.241,791545,76418.135,9666,13375580,5319726,4815285,3015906,0.3,42.5
64d268a0c7e1b733c92bd83e,AZE,Asia,Azerbaijan,24/03/2022,15847.419,83.241,791583,76421.803,9670,13382494,5320073,4816072,3021324,0.3,42.5
64d268a0c7e1b733c92bd83f,AZE,Asia,Azerbaijan,25/03/2022,15847.419,83.241,791604,76423.831,9672,13388971,5320442,4816763,3026385,0.3,42.5
64d268a0c7e1b733c92bd840,AZE,Asia,Azerbaijan,26/03/2022,15847.419,83.241,791654,76428.658,9675,13395825,5320787,4817513,3031776,0.3,42.5
64d268a0c7e1b733c92bd841,AZE,Asia,Azerbaijan,27/03/2022,15847.419,83.241,791695,76432.616,9679,13405920,5321389,4818792,3039383,0.3,42.5
64d268a0c7e1b733c92bd842,AZE,Asia,Azerbaijan,28/03/2022,15847.419,83.241,791750,76437.926,9681,13406075,5321396,4818801,3039521,0.3,42.5
64d268a0c7e1b733c92bd843,AZE,Asia,Azerbaijan,29/03/2022,15847.419,83.241,791766,76439.471,9684,13425032,5322427,4821276,3054089,0.3,42.5
64d268a0c7e1b733c92bd844,AZE,Asia,Azerbaijan,30/03/2022,15847.419,83.241,791814,76444.105,9687,13441710,5323392,4823150,3067193,0.3,42.5
64d268a0c7e1b733c92bd845,AZE,Asia,Azerbaijan,31/03/2022,15847.419,83.241,791876,76450.09,9691,13456322,5324386,4824633,3078608,0.3,42.5
64d268a0c7e1b733c92bd848,AZE,Asia,Azerbaijan,03/04/2022,15847.419,83.241,792019,76463.896,9697,13491577,5327175,4827901,3106035,0.3,42.5
64d268a0c7e1b733c92bd849,AZE,Asia,Azerbaijan,04/04/2022,15847.419,83.241,792061,76467.951,9697,13491580,5327175,4827903,3106036,0.3,42.5
64d268a0c7e1b733c92bd84a,AZE,Asia,Azerbaijan,05/04/2022,15847.419,83.241,792067,76468.53,9698,13503634,5328019,4829162,3115333,0.3,42.5
64d268a0c7e1b733c92bd84b,AZE,Asia,Azerbaijan,06/04/2022,15847.419,83.241,792103,76472.006,9700,13513935,5328620,4829985,3123615,0.3,42.5
64d268a0c7e1b733c92bd84c,AZE,Asia,Azerbaijan,07/04/2022,15847.419,83.241,792141,76475.674,9701,13523432,5329250,4830745,3131203,0.3,42.5
64d268a0c7e1b733c92bd84d,AZE,Asia,Azerbaijan,08/04/2022,15847.419,83.241,792166,76478.088,9703,13532020,5329879,4831462,3137947,0.3,42.5
64d268a0c7e1b733c92bd84e,AZE,Asia,Azerbaijan,09/04/2022,15847.419,83.241,792188,76480.212,9703,13540995,5330431,4832203,3145148,0.3,42.5
64d268a0c7e1b733c92bd84f,AZE,Asia,Azerbaijan,10/04/2022,15847.419,83.241,792216,76482.915,9703,13549307,5330997,4832867,3151707,0.3,42.5
64d268a0c7e1b733c92bd850,AZE,Asia,Azerbaijan,11/04/2022,15847.419,83.241,792237,76484.942,9703,13549308,5330997,4832867,3151708,0.3,42.5
64d268a0c7e1b733c92bd851,AZE,Asia,Azerbaijan,12/04/2022,15847.419,83.241,792253,76486.487,9703,13558968,5331706,4833723,3159255,0.3,42.5
64d268a0c7e1b733c92bd852,AZE,Asia,Azerbaijan,13/04/2022,15847.419,83.241,792289,76489.963,9703,13567201,5332288,4834400,3165753,0.3,42.5
64d268a0c7e1b733c92bd853,AZE,Asia,Azerbaijan,14/04/2022,15847.419,83.241,792305,76491.507,9704,13574804,5332840,4834938,3171771,0.3,42.5
64d268a0c7e1b733c92bd856,AZE,Asia,Azerbaijan,17/04/2022,15847.419,83.241,792349,76495.755,9705,13595242,5334494,4836495,3187702,0.3,42.5
64d268a0c7e1b733c92bd858,AZE,Asia,Azerbaijan,19/04/2022,15847.419,83.241,792365,76497.3,9706,13602359,5335121,4837020,3193254,0.3,42.5
64d268a0c7e1b733c92bd859,AZE,Asia,Azerbaijan,20/04/2022,15847.419,83.241,792391,76499.81,9706,13608691,5335621,4837419,3198302,0.3,42.5
64d268a0c7e1b733c92bd85a,AZE,Asia,Azerbaijan,21/04/2022,15847.419,83.241,792412,76501.838,9706,13614545,5336229,4837732,3202881,0.3,42.5
64d268a0c7e1b733c92bd85c,AZE,Asia,Azerbaijan,23/04/2022,15847.419,83.241,792457,76506.182,9707,13623719,5337184,4838229,3210006,0.3,42.5
64d268a0c7e1b733c92bd85d,AZE,Asia,Azerbaijan,24/04/2022,15847.419,83.241,792476,76508.016,9707,13627588,5337603,4838456,3212960,0.3,42.5
64d268a0c7e1b733c92bd862,AZE,Asia,Azerbaijan,29/04/2022,15847.419,83.241,792545,76514.678,9709,13645649,5339638,4839802,3226442,0.3,42.5
64d268a0c7e1b733c92bd863,AZE,Asia,Azerbaijan,30/04/2022,15847.419,83.241,792558,76515.933,9709,13649741,5340053,4840220,3229389,0.3,42.5
64d268a0c7e1b733c92bd865,AZE,Asia,Azerbaijan,02/05/2022,15847.419,83.241,792578,76517.864,9709,13653670,5340336,4840600,3232352,0.3,42.5
64d268a0c7e1b733c92bd866,AZE,Asia,Azerbaijan,03/05/2022,15847.419,83.241,792579,76517.96,9709,13653700,5340336,4840610,3232372,0.3,42.5
